name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,new_column,total_sales
Tomb Raider: Underworld,PC,2008,Action,0.0,0.06,0.0,0.01,80.0,7.7,T,Tomb Raider: Underworld_PC_Action_2008,0.06999999999999999
Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,0.07,0.0,0.0,0.01,,,E,Penny Racers Party: Turbo-Q Speedway_Wii_Racing_2008,0.08
Skydiving Extreme,PS,2001,Sports,0.04,0.03,0.0,0.01,,,,Skydiving Extreme_PS_Sports_2001,0.08
Evil Dead: Regeneration,XB,2005,Action,0.06,0.02,0.0,0.0,66.0,,M,Evil Dead: Regeneration_XB_Action_2005,0.08
Evolution Worlds,GC,2002,Role-Playing,0.06,0.02,0.0,0.0,63.0,8.0,E,Evolution Worlds_GC_Role-Playing_2002,0.08
Far Cry Vengeance,Wii,2006,Shooter,0.06,0.01,0.0,0.01,38.0,5.3,M,Far Cry Vengeance_Wii_Shooter_2006,0.07999999999999999
Petz Fantasy: Sunshine Magic,DS,2010,Simulation,0.07,0.0,0.0,0.01,,,E,Petz Fantasy: Sunshine Magic_DS_Simulation_2010,0.08
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,0.07,0.0,0.0,0.01,51.0,6.3,E,Code Lyoko: Fall of X.A.N.A._DS_Adventure_2008,0.08
Worms: A Space Oddity,Wii,2008,Strategy,0.06,0.02,0.0,0.01,64.0,4.3,E10+,Worms: A Space Oddity_Wii_Strategy_2008,0.09
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,0.0,0.0,0.08,0.0,,,,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen_DS_Misc_2010,0.08
Rapala Pro Bass Fishing 2010,PS2,2010,Sports,0.04,0.03,0.0,0.01,,,E,Rapala Pro Bass Fishing 2010_PS2_Sports_2010,0.08
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,0.0,0.0,0.08,0.0,,,,Dungeon Travelers 2: The Royal Library & The Monster Seal_PSP_Role-Playing_2013,0.08
MLB Front Office Manager,PS3,2009,Sports,0.07,0.0,0.0,0.01,49.0,6.5,E,MLB Front Office Manager_PS3_Sports_2009,0.08
Sub Rebellion,PS2,2002,Simulation,0.04,0.03,0.0,0.01,71.0,,T,Sub Rebellion_PS2_Simulation_2002,0.08
Horrid Henry's Horrid Adventure,DS,2010,Adventure,0.0,0.07,0.0,0.01,,,,Horrid Henry's Horrid Adventure_DS_Adventure_2010,0.08
X Rebirth,PC,2013,Simulation,0.0,0.08,0.0,0.0,33.0,3.3,T,X Rebirth_PC_Simulation_2013,0.08
Striker 96,PS,1995,Sports,0.04,0.03,0.0,0.01,,,,Striker 96_PS_Sports_1995,0.08
Pocket Dogs,GBA,2004,Misc,0.06,0.02,0.0,0.0,,,,Pocket Dogs_GBA_Misc_2004,0.08
Tokimeki Memorial 4,PSP,2009,Adventure,0.0,0.0,0.08,0.0,,,,Tokimeki Memorial 4_PSP_Adventure_2009,0.08
Bleach: Heat the Soul 4,PSP,2007,Fighting,0.0,0.0,0.08,0.0,,,,Bleach: Heat the Soul 4_PSP_Fighting_2007,0.08
Song of the Deep,PS4,2016,Action,0.06,0.0,0.0,0.01,69.0,7.3,E,Song of the Deep_PS4_Action_2016,0.06999999999999999
Dragon's Dogma Online,PS4,2015,Role-Playing,0.0,0.0,0.08,0.0,,,,Dragon's Dogma Online_PS4_Role-Playing_2015,0.08
Real Robots Final Attack,PS,1998,Shooter,0.0,0.0,0.07,0.01,,,,Real Robots Final Attack_PS_Shooter_1998,0.08
New International Track & Field,DS,2008,Sports,0.07,0.0,0.0,0.01,,,,New International Track & Field_DS_Sports_2008,0.08
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,0.06,0.01,0.0,0.01,74.0,6.7,T,World Series of Poker 2008: Battle for the Bracelets_X360_Misc_2007,0.07999999999999999
P.N.03 - Product Number Three,GC,2003,Shooter,0.06,0.02,0.0,0.0,,,,P.N.03 - Product Number Three_GC_Shooter_2003,0.08
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,0.0,0.0,0.08,0.0,,,,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​_PS3_Adventure_2007,0.08
Ape Escape: Pumped & Primed,PS2,2004,Misc,0.04,0.03,0.0,0.01,,,,Ape Escape: Pumped & Primed_PS2_Misc_2004,0.08
Super Monkey Ball Adventure,PSP,2006,Platform,0.05,0.02,0.0,0.01,56.0,5.9,E,Super Monkey Ball Adventure_PSP_Platform_2006,0.08
Monster Trucks DS,DS,2005,Racing,0.07,0.0,0.0,0.01,33.0,,E,Monster Trucks DS_DS_Racing_2005,0.08
FabStyle,DS,2011,Strategy,0.0,0.0,0.08,0.0,,,,FabStyle_DS_Strategy_2011,0.08
Outlaw Tennis,PS2,2005,Sports,0.04,0.03,0.0,0.01,67.0,,M,Outlaw Tennis_PS2_Sports_2005,0.08
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,0.0,0.0,0.08,0.0,,,,Medabots Dual: Kabuto / Kuwagata_3DS_Role-Playing_2013,0.08
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,0.03,0.04,0.0,0.01,,,,Adventure Time: Explore the Dungeon Because I Don't Know!_X360_Action_2013,0.08
LEGO Soccer Mania,GBA,2002,Sports,0.06,0.02,0.0,0.0,,,,LEGO Soccer Mania_GBA_Sports_2002,0.08
Worms: Open Warfare,DS,2006,Strategy,0.05,0.02,0.0,0.01,64.0,7.0,E10+,Worms: Open Warfare_DS_Strategy_2006,0.08
Resident Evil Zero,XOne,2016,Action,0.05,0.02,0.0,0.01,,,,Resident Evil Zero_XOne_Action_2016,0.08
Gadget Racers,PS2,2000,Racing,0.04,0.03,0.0,0.01,67.0,7.4,E,Gadget Racers_PS2_Racing_2000,0.08
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,0.06,0.02,0.0,0.0,71.0,8.2,T,Phantasy Star Online Episode III: C.A.R.D. Revolution_GC_Role-Playing_2003,0.08
Assassin's Creed The Ezio Collection,XOne,2016,Action,0.03,0.04,0.0,0.01,74.0,7.6,M,Assassin's Creed The Ezio Collection_XOne_Action_2016,0.08
ZhuZhu Babies,DS,2011,Simulation,0.06,0.01,0.0,0.01,,,E,ZhuZhu Babies_DS_Simulation_2011,0.07999999999999999
Bleach: Heat the Soul 7,PSP,2010,Fighting,0.0,0.0,0.08,0.0,,,,Bleach: Heat the Soul 7_PSP_Fighting_2010,0.08
Nanashi no Game,DS,2008,Adventure,0.0,0.0,0.08,0.0,,,,Nanashi no Game_DS_Adventure_2008,0.08
Diego's Build & Rescue,DS,2010,Action,0.07,0.0,0.0,0.01,,,,Diego's Build & Rescue_DS_Action_2010,0.08
Auto Destruct,PS,1998,Action,0.04,0.03,0.0,0.01,,,,Auto Destruct_PS_Action_1998,0.08
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,0.07,0.0,0.0,0.01,72.0,7.7,E10+,Ultimate Ghosts 'n Goblins_PSP_Platform_2006,0.08
Samurai Warriors 2,X360,2006,Action,0.07,0.01,0.0,0.01,52.0,8.7,T,Samurai Warriors 2_X360_Action_2006,0.09
TrackMania DS,DS,2008,Racing,0.06,0.01,0.0,0.01,75.0,6.9,E,TrackMania DS_DS_Racing_2008,0.07999999999999999
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,0.0,0.0,0.08,0.0,,,,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima_3DS_Action_2012,0.08
GOTHA: Ismailia Seneki,SAT,1995,Strategy,0.0,0.0,0.08,0.0,,,,GOTHA: Ismailia Seneki_SAT_Strategy_1995,0.08
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,0.06,0.02,0.0,0.0,67.0,,T,Ultimate Fighting Championship: Throwdown_GC_Fighting_2002,0.08
Major League Baseball 2K12,DS,2012,Sports,0.07,0.0,0.0,0.01,,,E,Major League Baseball 2K12_DS_Sports_2012,0.08
Zoo Tycoon (2013),X360,2013,Simulation,0.02,0.06,0.0,0.01,,,,Zoo Tycoon (2013)_X360_Simulation_2013,0.09
Silent Hunter III,PC,2005,Simulation,0.0,0.07,0.0,0.01,90.0,7.9,T,Silent Hunter III_PC_Simulation_2005,0.08
Alien Syndrome,PSP,2007,Role-Playing,0.07,0.0,0.0,0.01,51.0,6.0,T,Alien Syndrome_PSP_Role-Playing_2007,0.08
Deep Fear,SAT,1998,Adventure,0.0,0.0,0.08,0.0,,,,Deep Fear_SAT_Adventure_1998,0.08
Skeleton Warriors,PS,1996,Platform,0.04,0.03,0.0,0.01,,,,Skeleton Warriors_PS_Platform_1996,0.08
Ford vs. Chevy,XB,2005,Racing,0.06,0.02,0.0,0.0,,,E,Ford vs. Chevy_XB_Racing_2005,0.08
Endgame,PS2,2002,Shooter,0.04,0.03,0.0,0.01,57.0,6.8,T,Endgame_PS2_Shooter_2002,0.08
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,0.06,0.02,0.0,0.0,49.0,7.0,E,The Dukes of Hazzard: Return of the General Lee_XB_Racing_2004,0.08
Criminal Girls: Invite Only,PSP,2010,Role-Playing,0.0,0.0,0.08,0.0,,,,Criminal Girls: Invite Only_PSP_Role-Playing_2010,0.08
Ultimate Duck Hunting,Wii,2009,Sports,0.07,0.0,0.0,0.01,28.0,,T,Ultimate Duck Hunting_Wii_Sports_2009,0.08
Just Dance: Disney Party 2,WiiU,2015,Action,0.06,0.01,0.0,0.01,,,E,Just Dance: Disney Party 2_WiiU_Action_2015,0.07999999999999999
Dreamer Series: Shop Owner,DS,2009,Simulation,0.07,0.0,0.0,0.01,,,E,Dreamer Series: Shop Owner_DS_Simulation_2009,0.08
Virus,SAT,1997,Shooter,0.0,0.0,0.08,0.0,,,,Virus_SAT_Shooter_1997,0.08
Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,0.0,0.0,0.08,0.0,,,,Jikkyou Powerful Pro Yakyuu Next_Wii_Sports_2009,0.08
The Sims 3: Barnacle Bay,PC,2011,Simulation,0.07,0.0,0.0,0.01,,6.7,T,The Sims 3: Barnacle Bay_PC_Simulation_2011,0.08
WWE Crush Hour,GC,2003,Racing,0.06,0.02,0.0,0.0,55.0,7.0,T,WWE Crush Hour_GC_Racing_2003,0.08
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,0.0,0.07,0.0,0.0,91.0,7.7,M,Metal Gear Solid V: The Phantom Pain_PC_Action_2015,0.07
Dragon Shadow Spell,PS2,2007,Role-Playing,0.0,0.0,0.08,0.0,,,,Dragon Shadow Spell_PS2_Role-Playing_2007,0.08
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,0.0,0.0,0.08,0.0,,,,Dragon Slayer: The Legend of Heroes_GEN_Role-Playing_1994,0.08
Sound Novel Tsukuru,SNES,1996,Misc,0.0,0.0,0.08,0.0,,,,Sound Novel Tsukuru_SNES_Misc_1996,0.08
The Idolm@ster,X360,2007,Simulation,0.0,0.0,0.08,0.0,,,,The Idolm@ster_X360_Simulation_2007,0.08
Momotarou Dentetsu 11,GC,2002,Misc,0.0,0.0,0.07,0.0,,,,Momotarou Dentetsu 11_GC_Misc_2002,0.07
NHL Hitz 20-03,GC,2002,Sports,0.06,0.02,0.0,0.0,82.0,8.4,E,NHL Hitz 20-03_GC_Sports_2002,0.08
Adventure Time: Finn & Jake Investigations,X360,2015,Action,0.03,0.05,0.0,0.01,,,,Adventure Time: Finn & Jake Investigations_X360_Action_2015,0.09
Guilty Gear XX Slash,PS2,2006,Fighting,0.0,0.0,0.08,0.0,,,,Guilty Gear XX Slash_PS2_Fighting_2006,0.08
C.O.P.: The Recruit,DS,2009,Action,0.05,0.02,0.0,0.01,55.0,7.5,T,C.O.P.: The Recruit_DS_Action_2009,0.08
Mission Runway,DS,2008,Simulation,0.07,0.01,0.0,0.01,,,E,Mission Runway_DS_Simulation_2008,0.09
Urban Reign,PS2,2005,Action,0.04,0.03,0.0,0.01,60.0,8.2,T,Urban Reign_PS2_Action_2005,0.08
Super Robot Taisen Z Special Disc,PS2,2009,Misc,0.0,0.0,0.08,0.0,,,,Super Robot Taisen Z Special Disc_PS2_Misc_2009,0.08
Slayers Royal 2,SAT,1998,Role-Playing,0.0,0.0,0.08,0.0,,,,Slayers Royal 2_SAT_Role-Playing_1998,0.08
Cate West: The Vanishing Files,Wii,2009,Adventure,0.07,0.0,0.0,0.01,65.0,,E10+,Cate West: The Vanishing Files_Wii_Adventure_2009,0.08
Soul Bubbles,DS,2008,Puzzle,0.05,0.02,0.0,0.01,78.0,8.0,E,Soul Bubbles_DS_Puzzle_2008,0.08
Resident Evil 3: Nemesis,GC,2003,Action,0.06,0.02,0.0,0.0,62.0,8.3,M,Resident Evil 3: Nemesis_GC_Action_2003,0.08
All-Star Baseball 2004,GC,2003,Sports,0.06,0.02,0.0,0.0,80.0,9.2,E,All-Star Baseball 2004_GC_Sports_2003,0.08
Bangai-O Spirits,DS,2008,Shooter,0.07,0.0,0.0,0.01,83.0,8.1,E10+,Bangai-O Spirits_DS_Shooter_2008,0.08
Valentino Rossi: The Game,PS4,2016,Racing,0.01,0.05,0.0,0.01,75.0,8.0,E,Valentino Rossi: The Game_PS4_Racing_2016,0.07
Ultimate Party Challenge,Wii,2009,Misc,0.07,0.0,0.0,0.01,,,E,Ultimate Party Challenge_Wii_Misc_2009,0.08
Team Elimination Games,Wii,2009,Misc,0.07,0.0,0.0,0.01,,,E,Team Elimination Games_Wii_Misc_2009,0.08
Whac-A-Mole,DS,2005,Puzzle,0.07,0.0,0.0,0.01,,5.4,E,Whac-A-Mole_DS_Puzzle_2005,0.08
Samurai Warriors Chronicles 3,3DS,2014,Action,0.0,0.0,0.08,0.0,63.0,6.1,T,Samurai Warriors Chronicles 3_3DS_Action_2014,0.08
Winter Stars,PS3,2011,Sports,0.01,0.05,0.0,0.01,53.0,,E,Winter Stars_PS3_Sports_2011,0.07
Dawn of Heroes,DS,2010,Role-Playing,0.07,0.0,0.0,0.01,69.0,,E10+,Dawn of Heroes_DS_Role-Playing_2010,0.08
Lost in Blue: Shipwrecked,Wii,2008,Adventure,0.07,0.0,0.0,0.01,54.0,6.0,E10+,Lost in Blue: Shipwrecked_Wii_Adventure_2008,0.08
Salon Superstar,DS,2009,Simulation,0.07,0.0,0.0,0.0,,,E,Salon Superstar_DS_Simulation_2009,0.07
Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,0.07,0.0,0.0,0.01,,,,Scooby-Doo! Who's Watching Who?_PSP_Adventure_2006,0.08
Madden NFL 08,GC,2007,Sports,0.06,0.02,0.0,0.0,75.0,7.0,E,Madden NFL 08_GC_Sports_2007,0.08
Aliens in the Attic,Wii,2009,Action,0.07,0.0,0.0,0.01,,,E10+,Aliens in the Attic_Wii_Action_2009,0.08
Ro-Kyu-Bu!,PSP,2011,Adventure,0.0,0.0,0.08,0.0,,,,Ro-Kyu-Bu!_PSP_Adventure_2011,0.08
Frogger Beyond,XB,2002,Platform,0.06,0.02,0.0,0.0,,,E,Frogger Beyond_XB_Platform_2002,0.08
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,0.0,0.0,0.08,0.0,,,,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!_DS_Fighting_2007,0.08
World Championship Poker: Deluxe Series,DS,2005,Misc,0.07,0.0,0.0,0.01,67.0,,E,World Championship Poker: Deluxe Series_DS_Misc_2005,0.08
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,0.04,0.03,0.0,0.01,71.0,7.7,E,Stuart Little 3: Big Photo Adventure_PS2_Platform_2005,0.08
"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,0.04,0.03,0.0,0.01,,,E,"Ni Hao, Kai-lan: Super Game Day_PS2_Misc_2009",0.08
Serious Sam 3: BFE,PC,2011,Shooter,0.01,0.05,0.0,0.01,72.0,8.2,,Serious Sam 3: BFE_PC_Shooter_2011,0.07
Ultimate Shooting Collection,Wii,2008,Shooter,0.07,0.0,0.0,0.0,66.0,,E,Ultimate Shooting Collection_Wii_Shooter_2008,0.07
Pro Yakyuu Famista DS 2010,DS,2010,Sports,0.0,0.0,0.08,0.0,,,,Pro Yakyuu Famista DS 2010_DS_Sports_2010,0.08
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,0.0,0.0,0.08,0.0,,,,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai_DS_Fighting_2008,0.08
Captain Tsubasa,PS2,2006,Sports,0.0,0.0,0.08,0.0,,,,Captain Tsubasa_PS2_Sports_2006,0.08
Infernal: Hell's Vengeance,X360,2009,Shooter,0.06,0.01,0.0,0.01,35.0,5.3,M,Infernal: Hell's Vengeance_X360_Shooter_2009,0.07999999999999999
Pitfall: The Lost Expedition,GC,2004,Platform,0.06,0.02,0.0,0.0,73.0,8.6,E,Pitfall: The Lost Expedition_GC_Platform_2004,0.08
No One Can Stop Mr. Domino!,PS,1998,Misc,0.04,0.03,0.0,0.0,,,,No One Can Stop Mr. Domino!_PS_Misc_1998,0.07
Man vs. Wild,Wii,2011,Action,0.07,0.0,0.0,0.0,,,T,Man vs. Wild_Wii_Action_2011,0.07
GT Advance 3: Pro Concept Racing,GBA,2002,Racing,0.05,0.02,0.0,0.0,74.0,,E,GT Advance 3: Pro Concept Racing_GBA_Racing_2002,0.07
Duke Nukem: Land of the Babes,PS,2000,Shooter,0.04,0.03,0.0,0.0,37.0,6.8,M,Duke Nukem: Land of the Babes_PS_Shooter_2000,0.07
Majin Tensei,SNES,1994,Role-Playing,0.0,0.0,0.08,0.0,,,,Majin Tensei_SNES_Role-Playing_1994,0.08
Yoru no Nai Kuni,PS4,2015,Role-Playing,0.0,0.0,0.08,0.0,,,,Yoru no Nai Kuni_PS4_Role-Playing_2015,0.08
Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,0.0,0.0,0.08,0.0,,,,Dragon Force II: Kamisarishi Daichi ni_SAT_Strategy_1998,0.08
Monkey Hero,PS,1998,Action,0.04,0.03,0.0,0.0,,,,Monkey Hero_PS_Action_1998,0.07
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,0.0,0.0,0.08,0.0,,,,Sumikko Gurashi: Mura o Tsukurundesu_3DS_Misc_2016,0.08
Puchi Puchi Virus,DS,2007,Puzzle,0.07,0.0,0.0,0.01,73.0,4.2,E,Puchi Puchi Virus_DS_Puzzle_2007,0.08
Krazy Ivan,PS,1995,Simulation,0.04,0.03,0.0,0.0,,,,Krazy Ivan_PS_Simulation_1995,0.07
Need For Speed: Undercover,PC,2008,Racing,0.0,0.07,0.0,0.01,65.0,4.9,T,Need For Speed: Undercover_PC_Racing_2008,0.08
Quo Vadis,SAT,1995,Strategy,0.0,0.0,0.08,0.0,,,,Quo Vadis_SAT_Strategy_1995,0.08
Need for Speed: Most Wanted,PC,2012,Racing,0.0,0.06,0.0,0.02,82.0,8.5,T,Need for Speed: Most Wanted_PC_Racing_2012,0.08
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,0.07,0.0,0.0,0.01,69.0,,E,PQ: Practical Intelligence Quotient_PSP_Puzzle_2005,0.08
The Wolf Among Us,XOne,2014,Adventure,0.05,0.02,0.0,0.01,,8.5,M,The Wolf Among Us_XOne_Adventure_2014,0.08
Fate/Tiger Colosseum,PSP,2007,Fighting,0.0,0.0,0.08,0.0,,,,Fate/Tiger Colosseum_PSP_Fighting_2007,0.08
SCORE International Baja 1000: The Official Game,PS3,2008,Racing,0.07,0.0,0.0,0.01,,,,SCORE International Baja 1000: The Official Game_PS3_Racing_2008,0.08
10 Minute Solution,Wii,2010,Sports,0.06,0.01,0.0,0.01,,,E,10 Minute Solution_Wii_Sports_2010,0.07999999999999999
Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,0.05,0.02,0.0,0.0,,,,Dragon Ball Z: The Legacy of Goku I & II_GBA_Role-Playing_2005,0.07
Family Game Night 4: The Game Show,X360,2011,Misc,0.07,0.0,0.0,0.01,,,E,Family Game Night 4: The Game Show_X360_Misc_2011,0.08
R: Racing Evolution,GC,2003,Racing,0.06,0.02,0.0,0.0,67.0,,T,R: Racing Evolution_GC_Racing_2003,0.08
Romance of the Three Kingdoms 13,PS4,2015,Action,0.02,0.0,0.05,0.01,,,,Romance of the Three Kingdoms 13_PS4_Action_2015,0.08
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,0.05,0.0,0.02,0.01,81.0,8.5,M,Zero Escape: Zero Time Dilemma_3DS_Adventure_2016,0.08
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,0.04,0.03,0.0,0.01,75.0,8.0,T,Stella Deus: The Gate of Eternity_PS2_Strategy_2004,0.08
Vietcong: Purple Haze,XB,2004,Shooter,0.06,0.02,0.0,0.0,57.0,8.4,M,Vietcong: Purple Haze_XB_Shooter_2004,0.08
Conflict: Desert Storm,GC,2003,Shooter,0.06,0.02,0.0,0.0,62.0,8.4,T,Conflict: Desert Storm_GC_Shooter_2003,0.08
One Piece: Gear Spirit,DS,2007,Fighting,0.0,0.0,0.08,0.0,,,,One Piece: Gear Spirit_DS_Fighting_2007,0.08
Tales of Fandom Vol.2,PS2,2007,Role-Playing,0.0,0.0,0.08,0.0,,,,Tales of Fandom Vol.2_PS2_Role-Playing_2007,0.08
Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,0.0,0.0,0.08,0.0,,,,Genkai Totsuki Moero Chronicle_PSV_Role-Playing_2014,0.08
Minna no Joushiki Ryoku TV,Wii,2008,Misc,0.0,0.0,0.08,0.0,,,,Minna no Joushiki Ryoku TV_Wii_Misc_2008,0.08
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,0.04,0.03,0.0,0.01,71.0,6.6,E,P.T.O. IV: Pacific Theater of Operations_PS2_Strategy_2002,0.08
Bella Sara,DS,2008,Misc,0.04,0.03,0.0,0.01,,,E,Bella Sara_DS_Misc_2008,0.08
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,0.0,0.0,0.08,0.0,,,,Tears to Tiara: Garland of the Earth_PS3_Strategy_2008,0.08
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,0.04,0.03,0.0,0.01,,,,The Penguins of Madagascar: Dr. Blowhole Returns - Again!_Wii_Action_2011,0.08
Backyard NBA Basketball,DS,2007,Sports,0.07,0.0,0.0,0.01,,,,Backyard NBA Basketball_DS_Sports_2007,0.08
Mind Quiz: Your Brain Coach,DS,2006,Misc,0.0,0.0,0.08,0.0,,,E,Mind Quiz: Your Brain Coach_DS_Misc_2006,0.08
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,0.07,0.0,0.0,0.01,75.0,8.3,E,Elebits: The Adventures of Kai and Zero_DS_Adventure_2008,0.08
Aikatsu! My No.1 Stage!,3DS,2015,Misc,0.0,0.0,0.08,0.0,,,,Aikatsu! My No.1 Stage!_3DS_Misc_2015,0.08
Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,0.05,0.02,0.0,0.0,,,E,Codename: Kids Next Door: Operation S.O.D.A._GBA_Platform_2004,0.07
Far Cry Instincts Evolution,XB,2006,Shooter,0.06,0.02,0.0,0.0,78.0,6.3,M,Far Cry Instincts Evolution_XB_Shooter_2006,0.08
Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,0.06,0.02,0.0,0.0,,,,Pinball Hall of Fame: The Gottlieb Collection_XB_Misc_2004,0.08
Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,0.0,0.0,0.08,0.0,,,,Conception: Please Give Birth to My Child!_PSP_Role-Playing_2012,0.08
Rayman Origins,PC,2012,Platform,0.0,0.06,0.0,0.01,86.0,8.4,E10+,Rayman Origins_PC_Platform_2012,0.06999999999999999
Medal of Honor: Underground,GBA,2002,Shooter,0.05,0.02,0.0,0.0,46.0,1.7,T,Medal of Honor: Underground_GBA_Shooter_2002,0.07
Super Football,2600,1987,Sports,0.07,0.0,0.0,0.0,,,,Super Football_2600_Sports_1987,0.07
The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,0.0,0.0,0.08,0.0,,,,The Idolmaster: Gravure For You! Vol. 3_PS3_Misc_2011,0.08
Cosmic Family,Wii,2007,Misc,0.07,0.0,0.0,0.01,54.0,5.7,E,Cosmic Family_Wii_Misc_2007,0.08
Scooby-Doo! Unmasked,XB,2005,Platform,0.06,0.02,0.0,0.0,,,,Scooby-Doo! Unmasked_XB_Platform_2005,0.08
Yoru no Nai Kuni,PSV,2015,Role-Playing,0.0,0.0,0.08,0.0,,,,Yoru no Nai Kuni_PSV_Role-Playing_2015,0.08
Driven,GC,2002,Racing,0.06,0.02,0.0,0.0,55.0,,T,Driven_GC_Racing_2002,0.08
Dynasty Warriors 3,XB,2002,Action,0.06,0.02,0.0,0.0,70.0,8.9,T,Dynasty Warriors 3_XB_Action_2002,0.08
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,0.0,0.0,0.08,0.0,,,,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion_DS_Sports_2011,0.08
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,0.0,0.0,0.08,0.0,,,,Nicola Kanshuu: Model Oshare * Audition Platina_3DS_Action_2012,0.08
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,0.07,0.0,0.0,0.01,67.0,6.8,E10+,Jimmie Johnson's Anything With an Engine_PS3_Racing_2011,0.08
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,0.06,0.02,0.0,0.0,79.0,5.4,T,MTV Music Generator 3: This Is the Remix_XB_Misc_2004,0.08
Fairy Tail: Portable Guild 2,PSP,2011,Fighting,0.0,0.0,0.08,0.0,,,,Fairy Tail: Portable Guild 2_PSP_Fighting_2011,0.08
Party Pigs: Farmyard Games,Wii,2009,Misc,0.07,0.0,0.0,0.0,,,E,Party Pigs: Farmyard Games_Wii_Misc_2009,0.07
Imagine: My Restaurant,DS,2009,Simulation,0.0,0.07,0.0,0.01,,,,Imagine: My Restaurant_DS_Simulation_2009,0.08
Grand Ages: Medieval,PS4,2015,Strategy,0.0,0.05,0.02,0.01,64.0,7.1,T,Grand Ages: Medieval_PS4_Strategy_2015,0.08
Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,0.0,0.0,0.07,0.0,,,,Wizardry: Llylgamyn Saga_PS_Role-Playing_1998,0.07
Supremacy MMA,PSV,2012,Fighting,0.02,0.04,0.0,0.01,,,,Supremacy MMA_PSV_Fighting_2012,0.06999999999999999
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,0.0,0.0,0.07,0.0,,,,Kinnikuman Muscle Grand Prix Max 2: Tokumori_PS2_Fighting_2008,0.07
Gale Racer,SAT,1994,Racing,0.0,0.0,0.07,0.0,,,,Gale Racer_SAT_Racing_1994,0.07
In The Groove,PS2,2005,Misc,0.04,0.03,0.0,0.01,72.0,9.0,E,In The Groove_PS2_Misc_2005,0.08
The Legend of Kage 2,DS,2008,Action,0.07,0.0,0.0,0.0,70.0,6.3,E10+,The Legend of Kage 2_DS_Action_2008,0.07
Myst,PS,1995,Adventure,0.0,0.0,0.07,0.0,,,,Myst_PS_Adventure_1995,0.07
World Tour Soccer 06,PSP,2006,Sports,0.07,0.0,0.0,0.01,72.0,,E,World Tour Soccer 06_PSP_Sports_2006,0.08
